dt,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
2025-09-05 19:00:00+09:00,,20.0,0.0,65.0,3.0,,,28.0,,1.6,263.0,0.2,-999.0,1.6
2025-09-05 20:00:00+09:00,,20.0,0.0,70.0,3.0,,,27.0,,1.2,265.0,0.1,-999.0,1.2
2025-09-05 21:00:00+09:00,,20.0,0.0,75.0,3.0,,,27.0,,0.5,292.0,-0.2,-999.0,0.5
2025-09-05 22:00:00+09:00,,20.0,0.0,75.0,3.0,,,27.0,,0.0,360.0,-0.3,-999.0,0.3
2025-09-05 23:00:00+09:00,,20.0,0.0,80.0,3.0,,,26.0,,-0.4,112.0,0.2,-999.0,0.5
2025-09-06 00:00:00+09:00,,20.0,0.0,80.0,3.0,,,26.0,,-0.3,146.0,0.6,-999.0,0.7
2025-09-06 03:00:00+09:00,0.0,30.0,0.0,80.0,4.0,0.0,,25.0,,-0.2,167.0,1.3,-999.0,1.0
2025-09-06 06:00:00+09:00,0.0,30.0,0.0,90.0,4.0,0.0,24.0,24.0,,-0.6,156.0,1.6,-999.0,1.0
2025-09-06 09:00:00+09:00,0.0,30.0,0.0,90.0,4.0,0.0,,26.0,,0.0,178.0,2.9,-999.0,1.0
2025-09-06 12:00:00+09:00,1.0,60.0,1.0,85.0,4.0,0.0,,28.0,,2.1,213.0,3.2,-999.0,1.0
2025-09-06 15:00:00+09:00,1.0,60.0,1.0,75.0,4.0,0.0,,28.0,30.0,3.5,233.0,2.6,-999.0,2.0
2025-09-06 18:00:00+09:00,2.0,60.0,1.0,85.0,4.0,0.0,,26.0,,1.9,222.0,2.1,-999.0,2.0
2025-09-06 21:00:00+09:00,2.0,60.0,1.0,95.0,4.0,0.0,,25.0,,2.2,255.0,0.6,-999.0,1.0
2025-09-07 00:00:00+09:00,1.0,60.0,1.0,90.0,4.0,0.0,,24.0,,1.4,306.0,-1.0,-999.0,1.0
