dt,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
2025-09-03 12:00:00+09:00,,0.0,0.0,45.0,1.0,,,30.0,,-2.2,105.0,0.6,-999.0,2.4
2025-09-03 13:00:00+09:00,,0.0,0.0,40.0,1.0,,,30.0,,-2.1,110.0,0.8,-999.0,2.3
2025-09-03 14:00:00+09:00,,0.0,0.0,40.0,1.0,,,30.0,,-1.8,118.0,1.0,-999.0,2.1
2025-09-03 15:00:00+09:00,,0.0,0.0,40.0,1.0,,,31.0,33.0,-1.5,119.0,0.9,-999.0,1.8
2025-09-03 16:00:00+09:00,,0.0,0.0,40.0,1.0,,,30.0,,-1.5,114.0,0.7,-999.0,1.7
2025-09-03 17:00:00+09:00,,0.0,0.0,45.0,1.0,,,29.0,,-1.5,107.0,0.5,-999.0,1.7
2025-09-03 18:00:00+09:00,,20.0,0.0,50.0,3.0,,,28.0,,-1.2,103.0,0.3,-999.0,1.3
2025-09-03 19:00:00+09:00,,20.0,0.0,55.0,3.0,,,28.0,,-1.0,100.0,0.2,-999.0,1.1
2025-09-03 20:00:00+09:00,,30.0,0.0,65.0,4.0,,,27.0,,-0.8,96.0,0.1,-999.0,0.9
2025-09-03 21:00:00+09:00,,30.0,0.0,70.0,4.0,,,27.0,,-1.4,82.0,-0.2,-999.0,1.5
2025-09-03 22:00:00+09:00,,30.0,0.0,70.0,4.0,,,27.0,,-1.9,99.0,0.3,-999.0,2.0
2025-09-03 23:00:00+09:00,,30.0,0.0,80.0,4.0,,,26.0,,-1.8,96.0,0.2,-999.0,1.9
2025-09-04 00:00:00+09:00,,30.0,0.0,80.0,4.0,,,26.0,,-1.6,112.0,0.7,-999.0,1.8
2025-09-04 01:00:00+09:00,,30.0,0.0,85.0,4.0,,,26.0,,-1.9,99.0,0.3,-999.0,2.0
2025-09-04 02:00:00+09:00,,30.0,0.0,80.0,4.0,,,25.0,,-1.9,99.0,0.3,-999.0,2.0
2025-09-04 03:00:00+09:00,,60.0,1.0,85.0,4.0,,,25.0,,-2.0,95.0,0.2,-999.0,2.1
2025-09-04 04:00:00+09:00,,60.0,1.0,85.0,4.0,,,24.0,,-1.7,90.0,0.0,-999.0,1.8
2025-09-04 05:00:00+09:00,,60.0,1.0,85.0,4.0,,,24.0,,-1.3,74.0,-0.4,-999.0,1.5
2025-09-04 06:00:00+09:00,,60.0,1.0,90.0,4.0,,23.0,24.0,,-1.5,79.0,-0.3,-999.0,1.6
2025-09-04 07:00:00+09:00,,60.0,1.0,90.0,4.0,,,24.0,,-1.2,65.0,-0.6,-999.0,1.4
2025-09-04 08:00:00+09:00,,30.0,0.0,80.0,4.0,,,24.0,,-1.5,83.0,-0.2,-999.0,1.6
2025-09-04 09:00:00+09:00,,30.0,0.0,75.0,4.0,,,24.0,,-1.7,93.0,0.1,-999.0,1.8
2025-09-04 10:00:00+09:00,,60.0,1.0,75.0,4.0,,,24.0,,-0.9,63.0,-0.5,-999.0,1.1
2025-09-04 11:00:00+09:00,,30.0,0.0,70.0,4.0,,,24.0,,-0.8,45.0,-0.9,-999.0,1.3
2025-09-04 12:00:00+09:00,,30.0,0.0,65.0,4.0,,,25.0,,-0.9,51.0,-0.8,-999.0,1.3
2025-09-04 13:00:00+09:00,,30.0,0.0,60.0,4.0,,,25.0,,-0.5,37.0,-0.8,-999.0,1.0
2025-09-04 14:00:00+09:00,,30.0,0.0,60.0,4.0,,,26.0,,-1.1,56.0,-0.8,-999.0,1.4
2025-09-04 15:00:00+09:00,,20.0,0.0,55.0,3.0,,,27.0,29.0,-1.4,54.0,-1.1,-999.0,1.9
2025-09-04 16:00:00+09:00,,20.0,0.0,55.0,3.0,,,27.0,,-1.5,45.0,-1.6,-999.0,2.3
2025-09-04 17:00:00+09:00,,20.0,0.0,50.0,3.0,,,27.0,,-1.9,59.0,-1.2,-999.0,2.3
2025-09-04 18:00:00+09:00,,20.0,0.0,55.0,3.0,,,27.0,,-1.6,68.0,-0.7,-999.0,1.8
2025-09-04 19:00:00+09:00,,20.0,0.0,60.0,3.0,,,26.0,,-1.3,63.0,-0.7,-999.0,1.6
2025-09-04 20:00:00+09:00,,20.0,0.0,70.0,3.0,,,25.0,,-1.6,60.0,-1.0,-999.0,2.0
2025-09-04 21:00:00+09:00,,20.0,0.0,70.0,3.0,,,25.0,,-1.7,61.0,-1.0,-999.0,2.1
2025-09-04 22:00:00+09:00,,20.0,0.0,70.0,3.0,,,25.0,,-1.7,59.0,-1.1,-999.0,2.1
2025-09-04 23:00:00+09:00,,20.0,0.0,75.0,3.0,,,24.0,,-1.4,54.0,-1.1,-999.0,1.9
2025-09-05 00:00:00+09:00,,20.0,0.0,75.0,3.0,,,24.0,,-1.2,47.0,-1.2,-999.0,1.8
2025-09-05 01:00:00+09:00,,20.0,0.0,80.0,3.0,,,24.0,,-1.1,45.0,-1.2,-999.0,1.7
2025-09-05 02:00:00+09:00,,20.0,0.0,80.0,3.0,,,24.0,,-1.1,47.0,-1.1,-999.0,1.6
2025-09-05 03:00:00+09:00,,20.0,0.0,80.0,3.0,,,24.0,,-1.2,55.0,-0.9,-999.0,1.6
2025-09-05 04:00:00+09:00,,20.0,0.0,85.0,3.0,,,23.0,,-0.9,55.0,-0.7,-999.0,1.2
2025-09-05 05:00:00+09:00,,20.0,0.0,85.0,3.0,,,23.0,,-0.8,52.0,-0.7,-999.0,1.1
2025-09-05 06:00:00+09:00,,20.0,0.0,85.0,3.0,,23.0,23.0,,-0.8,52.0,-0.7,-999.0,1.1
2025-09-05 07:00:00+09:00,,20.0,0.0,85.0,3.0,,,23.0,,-1.0,54.0,-0.8,-999.0,1.4
2025-09-05 08:00:00+09:00,,20.0,0.0,70.0,3.0,,,25.0,,-1.8,70.0,-0.7,-999.0,2.0
2025-09-05 09:00:00+09:00,,20.0,0.0,65.0,3.0,,,26.0,,-2.0,85.0,-0.2,-999.0,2.1
2025-09-05 10:00:00+09:00,,20.0,0.0,60.0,3.0,,,27.0,,-1.7,81.0,-0.3,-999.0,1.8
2025-09-05 11:00:00+09:00,,20.0,0.0,50.0,3.0,,,28.0,,-1.6,80.0,-0.3,-999.0,1.7
2025-09-05 12:00:00+09:00,,20.0,0.0,45.0,3.0,,,29.0,,-1.5,90.0,0.0,-999.0,1.6
2025-09-05 13:00:00+09:00,,20.0,0.0,45.0,3.0,,,30.0,,-0.9,107.0,0.3,-999.0,1.0
2025-09-05 14:00:00+09:00,,20.0,0.0,45.0,3.0,,,30.0,,-0.1,158.0,0.5,-999.0,0.5
2025-09-05 15:00:00+09:00,,20.0,0.0,45.0,3.0,,,31.0,33.0,0.7,225.0,0.7,-999.0,1.0
2025-09-05 16:00:00+09:00,,20.0,0.0,45.0,3.0,,,30.0,,1.6,253.0,0.5,-999.0,1.7
2025-09-05 17:00:00+09:00,,20.0,0.0,55.0,3.0,,,30.0,,2.0,259.0,0.4,-999.0,2.0
2025-09-05 18:00:00+09:00,,20.0,0.0,60.0,3.0,,,29.0,,1.9,264.0,0.2,-999.0,1.9
